unique_id,ds,SeasonalNaive
953404,2017-08-09,3
953404,2017-08-10,8
953404,2017-08-11,8
953404,2017-08-12,14
953404,2017-08-13,9
953404,2017-08-14,0
953404,2017-08-15,20
953413,2017-08-02,1
953413,2017-08-03,2
953413,2017-08-04,1
953413,2017-08-05,4
953413,2017-08-06,2
953413,2017-08-07,3
953413,2017-08-08,2
953413,2017-08-09,1
953413,2017-08-10,2
953413,2017-08-11,1
953413,2017-08-12,4
953413,2017-08-13,2
953413,2017-08-14,3
953413,2017-08-15,2
953420,2017-08-02,0
953420,2017-08-03,0
953420,2017-08-04,2
953420,2017-08-05,3
953420,2017-08-06,5
953420,2017-08-07,0
953420,2017-08-08,0
953420,2017-08-09,0
953420,2017-08-10,0
953420,2017-08-11,2
953420,2017-08-12,3
953420,2017-08-13,5
953420,2017-08-14,0
953420,2017-08-15,0
953427,2017-08-02,17
953427,2017-08-03,17
953427,2017-08-04,23
953427,2017-08-05,30
953427,2017-08-06,26
953427,2017-08-07,18
953427,2017-08-08,24
953427,2017-08-09,17
953427,2017-08-10,17
953427,2017-08-11,23
953427,2017-08-12,30
953427,2017-08-13,26
953427,2017-08-14,18
953427,2017-08-15,24
953428,2017-08-02,23
953428,2017-08-03,24
953428,2017-08-04,27
953428,2017-08-05,26
953428,2017-08-06,20
953428,2017-08-07,10
953428,2017-08-08,32
953428,2017-08-09,23
953428,2017-08-10,24
953428,2017-08-11,27
953428,2017-08-12,26
953428,2017-08-13,20
953428,2017-08-14,10
953428,2017-08-15,32
953562,2017-08-02,8
953562,2017-08-03,0
953562,2017-08-04,10
953562,2017-08-05,18
953562,2017-08-06,13
953562,2017-08-07,14
953562,2017-08-08,10
953562,2017-08-09,8
953562,2017-08-10,0
953562,2017-08-11,10
953562,2017-08-12,18
953562,2017-08-13,13
953562,2017-08-14,14
953562,2017-08-15,10
953609,2017-08-02,3
953609,2017-08-03,5
953609,2017-08-04,1
953609,2017-08-05,1
953609,2017-08-06,0
953609,2017-08-07,0
953609,2017-08-08,11
953609,2017-08-09,3
953609,2017-08-10,5
953609,2017-08-11,1
953609,2017-08-12,1
953609,2017-08-13,0
953609,2017-08-14,0
953609,2017-08-15,11
954553,2017-08-02,5
954553,2017-08-03,6
954553,2017-08-04,8
954553,2017-08-05,4
954553,2017-08-06,17
954553,2017-08-07,3
954553,2017-08-08,11
954553,2017-08-09,5
954553,2017-08-10,6
954553,2017-08-11,8
954553,2017-08-12,4
954553,2017-08-13,17
954553,2017-08-14,3
954553,2017-08-15,11
954796,2017-08-02,1
954796,2017-08-03,6
954796,2017-08-04,7
954796,2017-08-05,3
954796,2017-08-06,8
954796,2017-08-07,3
954796,2017-08-08,5
954796,2017-08-09,1
954796,2017-08-10,6
954796,2017-08-11,7
954796,2017-08-12,3
954796,2017-08-13,8
954796,2017-08-14,3
954796,2017-08-15,5
954805,2017-08-02,11
954805,2017-08-03,7
954805,2017-08-04,10
954805,2017-08-05,22
954805,2017-08-06,29
954805,2017-08-07,10
954805,2017-08-08,15
954805,2017-08-09,11
954805,2017-08-10,7
954805,2017-08-11,10
954805,2017-08-12,22
954805,2017-08-13,29
954805,2017-08-14,10
954805,2017-08-15,15
956011,2017-08-02,10
956011,2017-08-03,1
956011,2017-08-04,3
956011,2017-08-05,5
956011,2017-08-06,8
956011,2017-08-07,13
956011,2017-08-08,3
956011,2017-08-09,10
956011,2017-08-10,1
956011,2017-08-11,3
956011,2017-08-12,5
956011,2017-08-13,8
956011,2017-08-14,13
956011,2017-08-15,3
956012,2017-08-02,13
956012,2017-08-03,17
956012,2017-08-04,20
956012,2017-08-05,34
956012,2017-08-06,25
956012,2017-08-07,26
956012,2017-08-08,26
956012,2017-08-09,13
956012,2017-08-10,17
956012,2017-08-11,20
956012,2017-08-12,34
956012,2017-08-13,25
956012,2017-08-14,26
956012,2017-08-15,26
956013,2017-08-02,19
956013,2017-08-03,23
956013,2017-08-04,18
956013,2017-08-05,39
956013,2017-08-06,23
956013,2017-08-07,29
956013,2017-08-08,13
956013,2017-08-09,19
956013,2017-08-10,23
956013,2017-08-11,18
956013,2017-08-12,39
956013,2017-08-13,23
956013,2017-08-14,29
956013,2017-08-15,13
956014,2017-08-02,9
956014,2017-08-03,11
956014,2017-08-04,20
956014,2017-08-05,20
956014,2017-08-06,34
956014,2017-08-07,29
956014,2017-08-08,32
956014,2017-08-09,9
956014,2017-08-10,11
956014,2017-08-11,20
956014,2017-08-12,20
956014,2017-08-13,34
956014,2017-08-14,29
956014,2017-08-15,32
957096,2017-08-02,2
957096,2017-08-03,2
957096,2017-08-04,4
957096,2017-08-05,8
957096,2017-08-06,8
957096,2017-08-07,11
957096,2017-08-08,5
957096,2017-08-09,2
957096,2017-08-10,2
957096,2017-08-11,4
957096,2017-08-12,8
957096,2017-08-13,8
957096,2017-08-14,11
957096,2017-08-15,5
957098,2017-08-02,4
957098,2017-08-03,4
957098,2017-08-04,10
957098,2017-08-05,10
957098,2017-08-06,10
957098,2017-08-07,10
957098,2017-08-08,4
957098,2017-08-09,4
957098,2017-08-10,4
957098,2017-08-11,10
957098,2017-08-12,10
957098,2017-08-13,10
957098,2017-08-14,10
957098,2017-08-15,4
958015,2017-08-02,0
958015,2017-08-03,0
958015,2017-08-04,0
958015,2017-08-05,0
958015,2017-08-06,0
958015,2017-08-07,0
958015,2017-08-08,0
958015,2017-08-09,0
958015,2017-08-10,0
958015,2017-08-11,0
958015,2017-08-12,0
958015,2017-08-13,0
958015,2017-08-14,0
958015,2017-08-15,0
958514,2017-08-02,0
958514,2017-08-03,0
958514,2017-08-04,0
958514,2017-08-05,0
958514,2017-08-06,0
958514,2017-08-07,0
958514,2017-08-08,0
958514,2017-08-09,0
958514,2017-08-10,0
958514,2017-08-11,0
958514,2017-08-12,0
958514,2017-08-13,0
958514,2017-08-14,0
958514,2017-08-15,0
958516,2017-08-02,0
958516,2017-08-03,0
958516,2017-08-04,0
958516,2017-08-05,0
958516,2017-08-06,0
958516,2017-08-07,2
958516,2017-08-08,1
958516,2017-08-09,0
958516,2017-08-10,0
958516,2017-08-11,0
958516,2017-08-12,0
958516,2017-08-13,0
958516,2017-08-14,2
958516,2017-08-15,1
958519,2017-08-02,3
958519,2017-08-03,2
958519,2017-08-04,2
958519,2017-08-05,0
958519,2017-08-06,6
958519,2017-08-07,0
958519,2017-08-08,1
958519,2017-08-09,3
958519,2017-08-10,2
958519,2017-08-11,2
958519,2017-08-12,0
958519,2017-08-13,6
958519,2017-08-14,0
958519,2017-08-15,1
959437,2017-08-02,0
959437,2017-08-03,0
959437,2017-08-04,0
959437,2017-08-05,0
959437,2017-08-06,0
959437,2017-08-07,0
959437,2017-08-08,0
959437,2017-08-09,0
959437,2017-08-10,0
959437,2017-08-11,0
959437,2017-08-12,0
959437,2017-08-13,0
959437,2017-08-14,0
959437,2017-08-15,0
959500,2017-08-02,0
959500,2017-08-03,0
959500,2017-08-04,0
959500,2017-08-05,0
959500,2017-08-06,0
959500,2017-08-07,0
959500,2017-08-08,0
959500,2017-08-09,0
959500,2017-08-10,0
959500,2017-08-11,0
959500,2017-08-12,0
959500,2017-08-13,0
959500,2017-08-14,0
959500,2017-08-15,0
959502,2017-08-02,16
959502,2017-08-03,0
959502,2017-08-04,0
959502,2017-08-05,9
959502,2017-08-06,17
959502,2017-08-07,12
959502,2017-08-08,20
959502,2017-08-09,16
959502,2017-08-10,0
959502,2017-08-11,0
959502,2017-08-12,9
959502,2017-08-13,17
959502,2017-08-14,12
959502,2017-08-15,20
964752,2017-08-02,38
964752,2017-08-03,39
964752,2017-08-04,43
964752,2017-08-05,63
964752,2017-08-06,71
964752,2017-08-07,56
964752,2017-08-08,47
964752,2017-08-09,38
964752,2017-08-10,39
964752,2017-08-11,43
964752,2017-08-12,63
964752,2017-08-13,71
964752,2017-08-14,56
964752,2017-08-15,47
964753,2017-08-02,8
964753,2017-08-03,23
964753,2017-08-04,13
964753,2017-08-05,15
964753,2017-08-06,32
964753,2017-08-07,10
964753,2017-08-08,13
964753,2017-08-09,8
964753,2017-08-10,23
964753,2017-08-11,13
964753,2017-08-12,15
964753,2017-08-13,32
964753,2017-08-14,10
964753,2017-08-15,13
964848,2017-08-02,0
964848,2017-08-03,1
964848,2017-08-04,2
964848,2017-08-05,0
964848,2017-08-06,1
964848,2017-08-07,2
964848,2017-08-08,0
964848,2017-08-09,0
964848,2017-08-10,1
964848,2017-08-11,2
964848,2017-08-12,0
964848,2017-08-13,1
964848,2017-08-14,2
964848,2017-08-15,0
967021,2017-08-02,9
967021,2017-08-03,6
967021,2017-08-04,9
967021,2017-08-05,2
967021,2017-08-06,6
967021,2017-08-07,6
967021,2017-08-08,8
967021,2017-08-09,9
967021,2017-08-10,6
967021,2017-08-11,9
967021,2017-08-12,2
967021,2017-08-13,6
967021,2017-08-14,6
967021,2017-08-15,8
968432,2017-08-02,34
968432,2017-08-03,47
968432,2017-08-04,40
968432,2017-08-05,51
968432,2017-08-06,44
968432,2017-08-07,22
968432,2017-08-08,27
968432,2017-08-09,34
968432,2017-08-10,47
968432,2017-08-11,40
968432,2017-08-12,51
968432,2017-08-13,44
968432,2017-08-14,22
968432,2017-08-15,27
968935,2017-08-02,9
968935,2017-08-03,13
968935,2017-08-04,33
968935,2017-08-05,26
968935,2017-08-06,18
968935,2017-08-07,12
968935,2017-08-08,35
968935,2017-08-09,9
968935,2017-08-10,13
968935,2017-08-11,33
968935,2017-08-12,26
968935,2017-08-13,18
968935,2017-08-14,12
968935,2017-08-15,35
968936,2017-08-02,14
968936,2017-08-03,11
968936,2017-08-04,12
968936,2017-08-05,12
968936,2017-08-06,16
968936,2017-08-07,7
968936,2017-08-08,23
968936,2017-08-09,14
968936,2017-08-10,11
968936,2017-08-11,12
968936,2017-08-12,12
968936,2017-08-13,16
968936,2017-08-14,7
968936,2017-08-15,23
968937,2017-08-02,4
968937,2017-08-03,10
968937,2017-08-04,6
968937,2017-08-05,16
968937,2017-08-06,11
968937,2017-08-07,5
968937,2017-08-08,7
968937,2017-08-09,4
968937,2017-08-10,10
968937,2017-08-11,6
968937,2017-08-12,16
968937,2017-08-13,11
968937,2017-08-14,5
968937,2017-08-15,7
977007,2017-08-02,4
977007,2017-08-03,3
977007,2017-08-04,4
977007,2017-08-05,7
977007,2017-08-06,13
977007,2017-08-07,7
977007,2017-08-08,4
977007,2017-08-09,4
977007,2017-08-10,3
977007,2017-08-11,4
977007,2017-08-12,7
977007,2017-08-13,13
977007,2017-08-14,7
977007,2017-08-15,4
979195,2017-08-02,3
979195,2017-08-03,3
979195,2017-08-04,3
979195,2017-08-05,14
979195,2017-08-06,2
979195,2017-08-07,0
979195,2017-08-08,0
979195,2017-08-09,3
979195,2017-08-10,3
979195,2017-08-11,3
979195,2017-08-12,14
979195,2017-08-13,2
979195,2017-08-14,0
979195,2017-08-15,0
979196,2017-08-02,1
979196,2017-08-03,0
979196,2017-08-04,0
979196,2017-08-05,26
979196,2017-08-06,1
979196,2017-08-07,0
979196,2017-08-08,6
979196,2017-08-09,1
979196,2017-08-10,0
979196,2017-08-11,0
979196,2017-08-12,26
979196,2017-08-13,1
979196,2017-08-14,0
979196,2017-08-15,6
979197,2017-08-02,0
979197,2017-08-03,1
979197,2017-08-04,0
979197,2017-08-05,18
979197,2017-08-06,9
979197,2017-08-07,2
979197,2017-08-08,7
979197,2017-08-09,0
979197,2017-08-10,1
979197,2017-08-11,0
979197,2017-08-12,18
979197,2017-08-13,9
979197,2017-08-14,2
979197,2017-08-15,7
979199,2017-08-02,3
979199,2017-08-03,2
979199,2017-08-04,5
979199,2017-08-05,7
979199,2017-08-06,4
979199,2017-08-07,6
979199,2017-08-08,11
979199,2017-08-09,3
979199,2017-08-10,2
979199,2017-08-11,5
979199,2017-08-12,7
979199,2017-08-13,4
979199,2017-08-14,6
979199,2017-08-15,11
979553,2017-08-02,3
979553,2017-08-03,4
979553,2017-08-04,3
979553,2017-08-05,7
979553,2017-08-06,11
979553,2017-08-07,2
979553,2017-08-08,5
979553,2017-08-09,3
979553,2017-08-10,4
979553,2017-08-11,3
979553,2017-08-12,7
979553,2017-08-13,11
979553,2017-08-14,2
979553,2017-08-15,5
979554,2017-08-02,11
979554,2017-08-03,13
979554,2017-08-04,7
979554,2017-08-05,17
979554,2017-08-06,22
979554,2017-08-07,10
979554,2017-08-08,14
979554,2017-08-09,11
979554,2017-08-10,13
979554,2017-08-11,7
979554,2017-08-12,17
979554,2017-08-13,22
979554,2017-08-14,10
979554,2017-08-15,14
980041,2017-08-02,1
980041,2017-08-03,0
980041,2017-08-04,1
980041,2017-08-05,5
980041,2017-08-06,3
980041,2017-08-07,0
980041,2017-08-08,1
980041,2017-08-09,1
980041,2017-08-10,0
980041,2017-08-11,1
980041,2017-08-12,5
980041,2017-08-13,3
980041,2017-08-14,0
980041,2017-08-15,1
981655,2017-08-02,0
981655,2017-08-03,0
981655,2017-08-04,1
981655,2017-08-05,1
981655,2017-08-06,3
981655,2017-08-07,0
981655,2017-08-08,7
981655,2017-08-09,0
981655,2017-08-10,0
981655,2017-08-11,1
981655,2017-08-12,1
981655,2017-08-13,3
981655,2017-08-14,0
981655,2017-08-15,7
982726,2017-08-02,13
982726,2017-08-03,5
982726,2017-08-04,11
982726,2017-08-05,8
982726,2017-08-06,8
982726,2017-08-07,4
982726,2017-08-08,10
982726,2017-08-09,13
982726,2017-08-10,5
982726,2017-08-11,11
982726,2017-08-12,8
982726,2017-08-13,8
982726,2017-08-14,4
982726,2017-08-15,10
982727,2017-08-02,4
982727,2017-08-03,8
982727,2017-08-04,11
982727,2017-08-05,0
982727,2017-08-06,0
982727,2017-08-07,0
982727,2017-08-08,0
982727,2017-08-09,4
982727,2017-08-10,8
982727,2017-08-11,11
982727,2017-08-12,0
982727,2017-08-13,0
982727,2017-08-14,0
982727,2017-08-15,0
983310,2017-08-02,8
983310,2017-08-03,9
983310,2017-08-04,4
983310,2017-08-05,6
983310,2017-08-06,10
983310,2017-08-07,6
983310,2017-08-08,5
983310,2017-08-09,8
983310,2017-08-10,9
983310,2017-08-11,4
983310,2017-08-12,6
983310,2017-08-13,10
983310,2017-08-14,6
983310,2017-08-15,5
985823,2017-08-02,20
985823,2017-08-03,21
985823,2017-08-04,12
985823,2017-08-05,28
985823,2017-08-06,32
985823,2017-08-07,22
985823,2017-08-08,19
985823,2017-08-09,20
985823,2017-08-10,21
985823,2017-08-11,12
985823,2017-08-12,28
985823,2017-08-13,32
985823,2017-08-14,22
985823,2017-08-15,19
986193,2017-08-02,9
986193,2017-08-03,13
986193,2017-08-04,16
986193,2017-08-05,26
986193,2017-08-06,20
986193,2017-08-07,19
986193,2017-08-08,18
986193,2017-08-09,9
986193,2017-08-10,13
986193,2017-08-11,16
986193,2017-08-12,26
986193,2017-08-13,20
986193,2017-08-14,19
986193,2017-08-15,18
987308,2017-08-02,24
987308,2017-08-03,41
987308,2017-08-04,47
987308,2017-08-05,87
987308,2017-08-06,58
987308,2017-08-07,31
987308,2017-08-08,49
987308,2017-08-09,24
987308,2017-08-10,41
987308,2017-08-11,47
987308,2017-08-12,87
987308,2017-08-13,58
987308,2017-08-14,31
987308,2017-08-15,49
988408,2017-08-02,2
988408,2017-08-03,0
988408,2017-08-04,9
988408,2017-08-05,6
988408,2017-08-06,4
988408,2017-08-07,1
988408,2017-08-08,5
988408,2017-08-09,2
988408,2017-08-10,0
988408,2017-08-11,9
988408,2017-08-12,6
988408,2017-08-13,4
988408,2017-08-14,1
988408,2017-08-15,5
988459,2017-08-02,0
988459,2017-08-03,0
988459,2017-08-04,0
988459,2017-08-05,0
988459,2017-08-06,0
988459,2017-08-07,0
988459,2017-08-08,0
988459,2017-08-09,0
988459,2017-08-10,0
988459,2017-08-11,0
988459,2017-08-12,0
988459,2017-08-13,0
988459,2017-08-14,0
988459,2017-08-15,0
989092,2017-08-02,0
989092,2017-08-03,5
989092,2017-08-04,1
989092,2017-08-05,9
989092,2017-08-06,8
989092,2017-08-07,2
989092,2017-08-08,6
989092,2017-08-09,0
989092,2017-08-10,5
989092,2017-08-11,1
989092,2017-08-12,9
989092,2017-08-13,8
989092,2017-08-14,2
989092,2017-08-15,6
991114,2017-08-02,2
991114,2017-08-03,1
991114,2017-08-04,2
991114,2017-08-05,10
991114,2017-08-06,5
991114,2017-08-07,2
991114,2017-08-08,12
991114,2017-08-09,2
991114,2017-08-10,1
991114,2017-08-11,2
991114,2017-08-12,10
991114,2017-08-13,5
991114,2017-08-14,2
991114,2017-08-15,12
991329,2017-08-02,6
991329,2017-08-03,6
991329,2017-08-04,5
991329,2017-08-05,10
991329,2017-08-06,9
991329,2017-08-07,7
991329,2017-08-08,6
991329,2017-08-09,6
991329,2017-08-10,6
991329,2017-08-11,5
991329,2017-08-12,10
991329,2017-08-13,9
991329,2017-08-14,7
991329,2017-08-15,6
996122,2017-08-02,0
996122,2017-08-03,0
996122,2017-08-04,0
996122,2017-08-05,0
996122,2017-08-06,0
996122,2017-08-07,0
996122,2017-08-08,0
996122,2017-08-09,0
996122,2017-08-10,0
996122,2017-08-11,0
996122,2017-08-12,0
996122,2017-08-13,0
996122,2017-08-14,0
996122,2017-08-15,0
996537,2017-08-02,7
996537,2017-08-03,12
996537,2017-08-04,8
996537,2017-08-05,14
996537,2017-08-06,18
996537,2017-08-07,14
996537,2017-08-08,8
996537,2017-08-09,7
996537,2017-08-10,12
996537,2017-08-11,8
996537,2017-08-12,14
996537,2017-08-13,18
996537,2017-08-14,14
996537,2017-08-15,8
996597,2017-08-02,0
996597,2017-08-03,3
996597,2017-08-04,1
996597,2017-08-05,2
996597,2017-08-06,2
996597,2017-08-07,0
996597,2017-08-08,0
996597,2017-08-09,0
996597,2017-08-10,3
996597,2017-08-11,1
996597,2017-08-12,2
996597,2017-08-13,2
996597,2017-08-14,0
996597,2017-08-15,0
996600,2017-08-02,0
996600,2017-08-03,0
996600,2017-08-04,2
996600,2017-08-05,3
996600,2017-08-06,1
996600,2017-08-07,0
996600,2017-08-08,0
996600,2017-08-09,0
996600,2017-08-10,0
996600,2017-08-11,2
996600,2017-08-12,3
996600,2017-08-13,1
996600,2017-08-14,0
996600,2017-08-15,0
996606,2017-08-02,12.843
996606,2017-08-03,13.992
996606,2017-08-04,25.025
996606,2017-08-05,24.956
996606,2017-08-06,22.168
996606,2017-08-07,24.577
996606,2017-08-08,20.607
996606,2017-08-09,12.843
996606,2017-08-10,13.992
996606,2017-08-11,25.025
996606,2017-08-12,24.956
996606,2017-08-13,22.168
996606,2017-08-14,24.577
996606,2017-08-15,20.607
996613,2017-08-02,9.886
996613,2017-08-03,9.34
996613,2017-08-04,32.033
996613,2017-08-05,14.631
996613,2017-08-06,17.089
996613,2017-08-07,8.947
996613,2017-08-08,13.049
996613,2017-08-09,9.886
996613,2017-08-10,9.34
996613,2017-08-11,32.033
996613,2017-08-12,14.631
996613,2017-08-13,17.089
996613,2017-08-14,8.947
996613,2017-08-15,13.049
999545,2017-08-02,20
999545,2017-08-03,8
999545,2017-08-04,6
999545,2017-08-05,17
999545,2017-08-06,22
999545,2017-08-07,17
999545,2017-08-08,20
999545,2017-08-09,20
999545,2017-08-10,8
999545,2017-08-11,6
999545,2017-08-12,17
999545,2017-08-13,22
999545,2017-08-14,17
999545,2017-08-15,20
999546,2017-08-02,18
999546,2017-08-03,26
999546,2017-08-04,5
999546,2017-08-05,43
999546,2017-08-06,20
999546,2017-08-07,13
999546,2017-08-08,7
999546,2017-08-09,18
999546,2017-08-10,26
999546,2017-08-11,5
999546,2017-08-12,43
999546,2017-08-13,20
999546,2017-08-14,13
999546,2017-08-15,7
999547,2017-08-02,114
999547,2017-08-03,83
999547,2017-08-04,153
999547,2017-08-05,88
999547,2017-08-06,103
999547,2017-08-07,104
999547,2017-08-08,160
999547,2017-08-09,114
999547,2017-08-10,83
999547,2017-08-11,153
999547,2017-08-12,88
999547,2017-08-13,103
999547,2017-08-14,104
999547,2017-08-15,160
1000866,2017-08-02,1
1000866,2017-08-03,0
1000866,2017-08-04,2
1000866,2017-08-05,1
1000866,2017-08-06,1
1000866,2017-08-07,1
1000866,2017-08-08,3
1000866,2017-08-09,1
1000866,2017-08-10,0
1000866,2017-08-11,2
1000866,2017-08-12,1
1000866,2017-08-13,1
1000866,2017-08-14,1
1000866,2017-08-15,3
1001305,2017-08-02,0
1001305,2017-08-03,0
1001305,2017-08-04,0
1001305,2017-08-05,0
1001305,2017-08-06,0
1001305,2017-08-07,0
1001305,2017-08-08,0
1001305,2017-08-09,0
1001305,2017-08-10,0
1001305,2017-08-11,0
1001305,2017-08-12,0
1001305,2017-08-13,0
1001305,2017-08-14,0
1001305,2017-08-15,0
1003679,2017-08-02,6
1003679,2017-08-03,4
1003679,2017-08-04,5
1003679,2017-08-05,11
1003679,2017-08-06,8
1003679,2017-08-07,6
1003679,2017-08-08,1
1003679,2017-08-09,6
1003679,2017-08-10,4
1003679,2017-08-11,5
1003679,2017-08-12,11
1003679,2017-08-13,8
1003679,2017-08-14,6
1003679,2017-08-15,1
1004545,2017-08-02,0
1004545,2017-08-03,0
1004545,2017-08-04,0
1004545,2017-08-05,1
1004545,2017-08-06,0
1004545,2017-08-07,0
1004545,2017-08-08,1
1004545,2017-08-09,0
1004545,2017-08-10,0
1004545,2017-08-11,0
1004545,2017-08-12,1
1004545,2017-08-13,0
1004545,2017-08-14,0
1004545,2017-08-15,1
1004550,2017-08-02,66
1004550,2017-08-03,55
1004550,2017-08-04,101
1004550,2017-08-05,139
1004550,2017-08-06,70
1004550,2017-08-07,28
1004550,2017-08-08,44
1004550,2017-08-09,66
1004550,2017-08-10,55
1004550,2017-08-11,101
1004550,2017-08-12,139
1004550,2017-08-13,70
1004550,2017-08-14,28
1004550,2017-08-15,44
1004551,2017-08-02,30
1004551,2017-08-03,44
1004551,2017-08-04,49
1004551,2017-08-05,122
1004551,2017-08-06,73
1004551,2017-08-07,28
1004551,2017-08-08,35
1004551,2017-08-09,30
1004551,2017-08-10,44
1004551,2017-08-11,49
1004551,2017-08-12,122
1004551,2017-08-13,73
1004551,2017-08-14,28
1004551,2017-08-15,35
1005456,2017-08-02,2
1005456,2017-08-03,0
1005456,2017-08-04,0
1005456,2017-08-05,1
1005456,2017-08-06,0
1005456,2017-08-07,0
1005456,2017-08-08,6
1005456,2017-08-09,2
1005456,2017-08-10,0
1005456,2017-08-11,0
1005456,2017-08-12,1
1005456,2017-08-13,0
1005456,2017-08-14,0
1005456,2017-08-15,6
1005458,2017-08-02,0
1005458,2017-08-03,2
1005458,2017-08-04,0
1005458,2017-08-05,2
1005458,2017-08-06,3
1005458,2017-08-07,1
1005458,2017-08-08,0
1005458,2017-08-09,0
1005458,2017-08-10,2
1005458,2017-08-11,0
1005458,2017-08-12,2
1005458,2017-08-13,3
1005458,2017-08-14,1
1005458,2017-08-15,0
1005461,2017-08-02,1
1005461,2017-08-03,1
1005461,2017-08-04,0
1005461,2017-08-05,1
1005461,2017-08-06,0
1005461,2017-08-07,0
1005461,2017-08-08,0
1005461,2017-08-09,1
1005461,2017-08-10,1
1005461,2017-08-11,0
1005461,2017-08-12,1
1005461,2017-08-13,0
1005461,2017-08-14,0
1005461,2017-08-15,0
1005463,2017-08-02,7
1005463,2017-08-03,1
1005463,2017-08-04,0
1005463,2017-08-05,1
1005463,2017-08-06,0
1005463,2017-08-07,1
1005463,2017-08-08,1
1005463,2017-08-09,7
1005463,2017-08-10,1
1005463,2017-08-11,0
1005463,2017-08-12,1
1005463,2017-08-13,0
1005463,2017-08-14,1
1005463,2017-08-15,1
1005464,2017-08-02,1
1005464,2017-08-03,0
1005464,2017-08-04,1
1005464,2017-08-05,1
1005464,2017-08-06,0
1005464,2017-08-07,1
1005464,2017-08-08,0
1005464,2017-08-09,1
1005464,2017-08-10,0
1005464,2017-08-11,1
1005464,2017-08-12,1
1005464,2017-08-13,0
1005464,2017-08-14,1
1005464,2017-08-15,0
1005465,2017-08-02,0
1005465,2017-08-03,0
1005465,2017-08-04,0
1005465,2017-08-05,1
1005465,2017-08-06,0
1005465,2017-08-07,2
1005465,2017-08-08,0
1005465,2017-08-09,0
1005465,2017-08-10,0
1005465,2017-08-11,0
1005465,2017-08-12,1
1005465,2017-08-13,0
1005465,2017-08-14,2
1005465,2017-08-15,0
1009512,2017-08-02,0
1009512,2017-08-03,0
1009512,2017-08-04,0
1009512,2017-08-05,0
1009512,2017-08-06,0
1009512,2017-08-07,3
1009512,2017-08-08,1
1009512,2017-08-09,0
1009512,2017-08-10,0
1009512,2017-08-11,0
1009512,2017-08-12,0
1009512,2017-08-13,0
1009512,2017-08-14,3
1009512,2017-08-15,1
1009539,2017-08-02,0
1009539,2017-08-03,1
1009539,2017-08-04,0
1009539,2017-08-05,0
1009539,2017-08-06,2
1009539,2017-08-07,0
1009539,2017-08-08,3
1009539,2017-08-09,0
1009539,2017-08-10,1
1009539,2017-08-11,0
1009539,2017-08-12,0
1009539,2017-08-13,2
1009539,2017-08-14,0
1009539,2017-08-15,3
1009946,2017-08-02,0
1009946,2017-08-03,0
1009946,2017-08-04,0
1009946,2017-08-05,2
1009946,2017-08-06,1
1009946,2017-08-07,0
1009946,2017-08-08,0
1009946,2017-08-09,0
1009946,2017-08-10,0
1009946,2017-08-11,0
1009946,2017-08-12,2
1009946,2017-08-13,1
1009946,2017-08-14,0
1009946,2017-08-15,0
1009997,2017-08-02,1
1009997,2017-08-03,0
1009997,2017-08-04,1
1009997,2017-08-05,9
1009997,2017-08-06,6
1009997,2017-08-07,4
1009997,2017-08-08,3
1009997,2017-08-09,1
1009997,2017-08-10,0
1009997,2017-08-11,1
1009997,2017-08-12,9
1009997,2017-08-13,6
1009997,2017-08-14,4
1009997,2017-08-15,3
1009998,2017-08-02,28
1009998,2017-08-03,19
1009998,2017-08-04,33
1009998,2017-08-05,52
1009998,2017-08-06,45
1009998,2017-08-07,10
1009998,2017-08-08,6
1009998,2017-08-09,28
1009998,2017-08-10,19
1009998,2017-08-11,33
1009998,2017-08-12,52
1009998,2017-08-13,45
1009998,2017-08-14,10
1009998,2017-08-15,6
1010752,2017-08-02,7
1010752,2017-08-03,9
1010752,2017-08-04,5
1010752,2017-08-05,18
1010752,2017-08-06,19
1010752,2017-08-07,9
1010752,2017-08-08,16
1010752,2017-08-09,7
1010752,2017-08-10,9
1010752,2017-08-11,5
1010752,2017-08-12,18
1010752,2017-08-13,19
1010752,2017-08-14,9
1010752,2017-08-15,16
1010755,2017-08-02,14
1010755,2017-08-03,4
1010755,2017-08-04,15
1010755,2017-08-05,12
1010755,2017-08-06,15
1010755,2017-08-07,20
1010755,2017-08-08,17
1010755,2017-08-09,14
1010755,2017-08-10,4
1010755,2017-08-11,15
1010755,2017-08-12,12
1010755,2017-08-13,15
1010755,2017-08-14,20
1010755,2017-08-15,17
1010757,2017-08-02,10
1010757,2017-08-03,6
1010757,2017-08-04,9
1010757,2017-08-05,20
1010757,2017-08-06,12
1010757,2017-08-07,11
1010757,2017-08-08,10
1010757,2017-08-09,10
1010757,2017-08-10,6
1010757,2017-08-11,9
1010757,2017-08-12,20
1010757,2017-08-13,12
1010757,2017-08-14,11
1010757,2017-08-15,10
1012787,2017-08-02,13
1012787,2017-08-03,5
1012787,2017-08-04,11
1012787,2017-08-05,20
1012787,2017-08-06,20
1012787,2017-08-07,8
1012787,2017-08-08,10
1012787,2017-08-09,13
1012787,2017-08-10,5
1012787,2017-08-11,11
1012787,2017-08-12,20
1012787,2017-08-13,20
1012787,2017-08-14,8
1012787,2017-08-15,10
1012788,2017-08-02,8
1012788,2017-08-03,3
1012788,2017-08-04,8
1012788,2017-08-05,10
1012788,2017-08-06,18
1012788,2017-08-07,13
1012788,2017-08-08,10
1012788,2017-08-09,8
